"UNITID","EFYTOTLT"
188854,1829
188890,1986
188915,66
188942,181
188988,427
189088,2135
189097,2669
189219,502
189228,6828
189264,32
189273,45
189282,268
189404,174
189413,1149
189422,791
189459,1714
189468,204
189477,295
189547,9306
189556,603
189565,592
189574,869
189583,1133
189592,781
189705,2966
189714,432
189811,750
189839,6800
189848,1169
189857,539
189954,100
189990,691
190008,60
190044,3352
190053,2110
190071,121
190099,3004
190114,1065
190150,8623
190169,2391
190239,212
190248,1114
190293,164
190309,61
190318,463
190372,942
190415,14606
190442,5261
190451,363
190503,4313
190512,18799
190521,35506
190530,15494
190549,17563
190558,15614
190567,15744
190576,2561
190585,9979
190594,20523
190600,15452
190619,23264
190628,26103
190637,14558
190646,8862
190655,21064
190664,20154
190673,21271
190691,10664
190707,24
190716,2048
190725,2260
190752,50
190761,1677
190840,12039
190956,151
190974,615
190983,1360
191083,22075
191126,11267
191199,9789
191205,731
191241,9785
191287,894
191302,3091
191311,377
191339,8305
191409,86
191515,2036
191533,1459
191597,669
191612,4785
191621,1515
191630,2378
191649,7362
191676,1095
191719,16925
191728,2020
191834,567
191931,3558
191940,82
191959,139
191968,6582
191986,5839
192004,376
192022,5270
192040,158
192110,600
192156,182
192165,148
192192,1995
192271,2099
192323,3118
192439,5210
192448,6762
192484,188
192509,2278
192563,91
192624,156
192688,1197
192703,3675
192712,495
192749,1856
192785,981
192800,56
192819,6112
192864,2098
192925,1841
192961,123
192970,21
193016,9864
193052,264
193061,32
193070,50
193122,172
193186,152
193201,1275
193247,149
193265,111
193283,9007
193292,6448
193308,8654
193326,27586
193353,2393
193399,1706
193478,30035
193584,2172
193609,80
193645,3595
193654,8586
193672,80
193760,750
193858,637
193900,30000
193946,7343
193973,3485
193991,68
194028,2176
194091,4407
194116,513
194161,1822
194189,138
194222,18756
194240,8830
194259,44
194310,10231
194392,913
194435,204
194499,1248
194569,436
194578,4513
194657,164
194666,286
194693,51
194736,160
194763,260
194824,5914
194879,164
194958,1551
195003,15289
195030,6821
195058,9723
195067,947
195128,1768
195164,1684
195173,2740
195191,292
195216,2532
195234,2768
195243,1932
195289,184
195304,1422
195322,8062
195438,138
195474,3246
195526,2798
195544,4656
195702,215
195720,2992
195784,739
195809,17701
195845,580
195933,719
195988,2114
196006,4193
196015,4914
196024,3831
196033,2770
196042,11888
196051,3557
196060,14671
196079,14663
196088,22503
196097,19410
196103,1867
196112,2371
196121,7938
196130,10293
196149,6829
196158,4831
196167,5856
196176,7749
196185,6311
196194,8225
196200,3907
196219,4849
196237,5183
196246,6043
196255,445
196264,17171
196291,1817
196307,247
196389,927
196413,27675
196431,354
196440,13
196477,2850
196565,9660
196583,125
196592,8689
196653,1731
196680,50736
196699,4551
196866,2277
197018,2099
197027,908
197036,4536
197045,3623
197081,337
197133,2625
197142,604
197151,4036
197197,1874
197221,91
197230,581
197285,1426
197294,20828
197337,123
197522,380
197531,807
197601,137
197610,22
197647,99
197674,226
197692,79
197708,2949
197735,634
197744,211
197814,3363
197832,1195
197850,3537
197869,17469
197887,10675
197911,1073
197966,2288
197984,1676
197993,641
198011,2231
198039,2902
198066,759
198084,2208
198109,516
198118,5136
198136,5409
198154,13179
198190,80
198206,2173
198215,1391
198233,6376
198251,6656
198260,29866
198303,1606
198321,4239
198330,6579
198367,4352
198376,5237
198385,1928
198419,7253
198455,7474
198464,25671
198491,3491
198507,1823
198516,6111
198534,19474
198543,6633
198552,12238
198561,2879
198570,7571
198598,1024
198613,2150
198622,16522
198640,1691
198668,2395
198677,67
198695,4556
198710,3223
198729,1636
198747,138
198756,1515
198774,5379
198808,1121
198817,4488
198835,1706
198844,159
198862,1498
198871,864
198899,1499
198905,1229
198914,1538
198923,1638
198941,78
198950,1815
198969,2526
198978,6460
198987,4167
199005,32
199023,1112
199032,893
199069,4043
199078,350
199087,3812
199102,10489
199111,4353
199120,19312
199139,25928
199148,18592
199157,7226
199184,873
199193,27249
199209,2594
199218,14730
199263,659
199272,1157
199281,6557
199306,998
199324,1841
199333,12598
199412,1846
199421,3605
199449,3265
199458,232
199467,1283
199476,2707
199485,2409
199494,8271
199582,905
199607,977
199625,1954
199634,5693
199643,1684
199670,178
199689,302
199698,696
199722,1983
199731,3472
199740,4061
199759,620
199768,4275
199786,6562
199795,1651
199838,4433
199847,4966
199856,30911
199865,819
199883,182
199892,3922
199908,2731
199926,3168
199953,2856
199962,2101
199971,58
199980,106
199999,5573
200004,9890
200013,1014
200022,5225
200059,1636
200086,342
200110,90
200129,72
200156,988
200165,65
200192,2972
200208,310
200217,2530
200226,1275
200253,3792
200262,11
200280,14247
200305,3752
200314,965
200332,13063
200341,1424
200387,52
200466,405
200484,230
200527,829
200554,547
200572,1547
200590,249
200624,46
200633,350
200785,867
200800,21460
200828,94
200846,2584
200873,80
201016,304
201034,1270
201061,208
201098,77
201104,4850
201131,135
201140,92
201159,410
201177,490
201195,3680
201283,1536
201371,990
201399,298
201432,2818
201441,15849
201469,771
201478,236
201496,416
201539,118
201548,3139
201645,5298
201654,3589
201672,5634
201681,152
201690,1877
201751,539
201803,138
201821,864
201858,715
201867,106
201885,28056
201928,15161
201946,4264
201955,6307
201964,5098
201973,8698
201982,80
202046,618
202055,319
202073,243
202134,14415
202152,162
202161,582
202170,1124
202222,45332
202356,39832
202435,245
202453,73
202480,8999
202514,733
202523,2283
202648,3951
202657,608
202684,683
202763,4098
202806,5766
202888,73
202903,327
202912,455
202949,356
202985,65
203030,185
203085,1096
203128,1202
203146,700
203155,5394
203225,165
203234,228
203289,96
203331,4808
203368,3325
203386,2689
203438,233
203447,3763
203456,2413
203465,7329
203474,4581
203483,2874
203492,2621
203517,27443
203526,4353
203535,1764
203544,911
203580,1046
203599,10740
203614,511
203678,5969
203720,651
203739,457
203748,14816
203757,1348
203775,1591
203845,1347
203881,3472
203942,116
203960,1538
204006,3811
204015,2420
204024,17717
204060,244
204121,91
204158,556
204176,1146
204185,2137
204194,2104
204200,1726
204255,3937
204264,2045
204316,485
204334,57
204422,3782
204431,30
204440,6734
204459,110
204468,1985
204486,4963
204501,3042
204608,1283
204617,2090
204626,524
204635,2440
204662,827
204671,1248
204680,1548
204699,1251
204705,2824
204714,182
204723,231
204769,235
204778,191
204796,48487
204802,2297
204820,3627
204839,3433
204848,3992
204857,27817
204866,3720
204884,285
204893,75
204909,1734
204936,2490
204945,17155
204963,97
204981,146
205027,132
205054,484
205090,117
205124,44
205142,207
205179,1608
205203,2490
205391,178
205443,3805
205470,34205
205513,135
205522,40
205531,21
205559,184
205610,931
205647,454
205841,15352
205887,1214
205957,2249
205966,3503
206011,3342
206039,67
206048,2956
206084,17965
206154,64
206172,72
206181,138
206224,232
206279,1633
206321,765
206330,3513
206349,706
206394,206
206437,2433
206446,2063
206482,300
206491,801
206507,1185
206525,1870
206589,2077
206604,14240
206613,1602
206622,4941
206695,12964
206783,18
206817,1020
206835,1629
206862,1741
206880,130
206905,118
206914,5725
206923,2902
206932,306
206941,17659
206969,46
206996,3012
207041,4367
207050,2149
207069,3598
207087,55
207102,156
207157,360
207166,14
207209,2434
207236,3015
207254,1366
207263,8245
207272,27
207281,6657
207290,2764
207306,2294
207324,2114
207342,1002
207351,1479
207388,23193
207397,9101
207403,2048
207449,19668
207458,2007
207500,23570
207537,51
207564,3683
207582,3601
207625,327
207661,4997
207670,9648
207689,754
207704,103
207722,968
207740,2463
207786,38
207847,3926
207856,865
207865,5093
207935,25039
207962,1750
207971,3699
208017,33
208026,409
208035,2076
208044,43
208053,329
208080,57
208123,120
208187,271
208239,1189
208248,128
208275,3988
208318,9460
208390,19353
208406,14219
208415,2233
208433,83
208479,1064
208488,1389
208512,423
208637,296
208646,5258
208655,160
208725,152
208822,2733
208859,61
209038,12159
209056,2241
209065,1751
209074,11466
209083,140
209108,669
209153,68
209205,143
209241,80
209250,15629
209287,450
209409,691
209490,945
209506,6456
209533,129
209542,28849
209551,22625
209603,421
209612,1977
209667,94
209676,175
209694,55
209700,234
209719,44
209746,51474
209807,28348
209825,4073
209922,1491
209940,9258
209986,48
210076,1770
210100,97
210146,6569
210155,2984
210234,3449
210270,3120
210304,698
210331,1204
210340,84
210359,130
210401,2149
210429,7376
210438,113
210456,264
210474,133
210483,410
210492,295
210571,2349
210599,672
210605,26778
210669,1981
210711,129
210739,2800
210748,80
210775,2909
210784,274
210809,19445
210890,177
210906,255
210942,2094
210951,175
210960,1209
211006,546
211024,731
211079,3055
211088,2827
211149,243
211158,9978
211200,445
211273,1430
211291,3721
211307,14368
211316,115
211334,74
211343,4963
211352,1673
211361,6769
211431,1658
211440,6869
211468,1699
211477,1914
211556,1261
211583,1633
211608,803
211617,1060
211635,186
211644,5283
211802,256
211820,174
211893,132
211909,159
211927,17803
211981,2125
212009,2427
212045,434
212054,18721
212106,6410
212115,6870
212133,2478
212160,5844
212197,1814
212230,58
212267,177
212276,151
212294,66
212300,71
212328,182
212337,205
212355,229
212373,74
212382,199
212391,171
212434,539
212452,81
212568,264
212577,2417
212601,3328
212656,1656
212674,2664
212753,213
212771,118
212805,2445
212832,2397
212869,1828
212878,27062
212911,1305
212975,426
212984,2226
212993,83
213002,814
213011,2125
213020,13061
213163,56
213181,481
213215,235
213233,505
213251,1611
213303,1658
213321,2269
213330,33
213349,8908
213358,1619
213367,4284
213376,2697
213385,2541
213400,1721
213455,346
213473,276
213491,66
213507,1807
213525,9735
213534,1700
213543,5325
213552,95
213570,796
213589,487
213598,1808
213613,4528
213622,102
213659,8244
213668,1394
213774,809
213783,2476
213826,2194
213871,451
213914,477
213932,142
213987,2665
213996,2916
214023,79
214041,8025
214069,2619
214111,18729
214148,416
214157,2071
214166,3002
214175,2534
214254,1114
214272,2753
214290,1075
214379,14154
214476,55
214528,565
214546,90
214582,1189
214591,4432
214625,827
214634,615
214643,560
214652,1184
214670,1015
214689,3938
214698,803
214704,3189
214713,4247
214731,1648
214740,700
214759,783
214768,960
214777,43073
214786,656
214795,994
214801,4705
214810,883
214829,1234
214883,2242
214892,368
214944,681
214962,61
214971,198
215008,112
215044,343
215053,227
215062,13341
215099,3098
215105,1759
215114,1069
215132,1572
215239,26846
215266,1607
215275,1637
215284,2931
215293,20635
215309,378
215336,65
215381,1101
215390,321
215415,2858
215442,3748
215479,96
215530,68
215585,5882
215594,657
215637,414
215646,613
215655,4960
215682,685
215691,876
215743,2725
215770,5757
215798,1686
215886,76
215929,4068
215947,3104
215974,280
215983,45
215992,289
216010,6402
216038,8601
216047,79
216074,143
216083,697
216162,248
216223,79
216278,2413
216287,1606
216296,1160
216311,118
216339,31311
216357,970
216366,953
216418,869
216427,92
216436,318
216445,297
216454,231
216524,1663
216542,1055
216551,386
216579,155
216597,7871
216630,89
216649,29
216667,1403
216694,1500
216746,142
216764,15787
216773,124
216782,336
216807,1229
216825,8943
216852,3955
216931,2693
217013,709
217040,61
217059,5011
217077,2015
217156,7214
217165,3519
217235,9612
217305,3995
217323,777
217350,32
217402,4460
217420,8445
217475,21677
217484,15742
217493,2045
217518,4923
217536,2252
217572,116
217581,190
217606,365
217615,3423
217624,676
217633,3074
217688,3873
217712,3351
217721,2729
217749,3036
217776,1629
217794,161
217819,11319
217828,74
217837,1505
217864,2898
217873,2123
217882,19593
217891,174
217907,1274
217925,571
217934,1871
217961,853
217989,1492
217998,652
218025,8214
218043,158
218061,3941
218070,2887
218113,16442
218140,9349
218159,228
218195,179
218229,2892
218238,3431
218335,403
218353,15072
218399,910
218414,1115
218441,2492
218487,3750
218520,7162
218539,1134
218645,3710
218654,2247
218663,25594
218672,2489
218681,1343
218690,1166
218706,1028
218724,10435
218733,2875
218742,6352
218821,814
218830,6812
218858,4864
218867,40
218885,7985
218894,20607
218919,467
218955,926
218964,5640
218973,1702
218991,6531
219000,1700
219037,137
219046,5346
219082,3987
219091,1042
219125,129
219143,2199
219170,30
219189,1641
219198,1483
219204,2581
219213,682
219259,4225
219277,1848
219295,927
219338,17
219347,2793
219356,13235
219374,823
219383,1422
219392,24
219408,248
219426,2850
219453,164
219471,9386
219480,1374
219505,178
219578,379
219587,89
219596,384
219602,10669
219639,1211
219709,6347
219718,5837
219790,1619
219806,1875
219824,12233
219833,1642
219842,227
219851,27
219879,4531
219888,7065
219903,2524
219921,402
219949,1542
219976,3546
219994,1086
220002,300
220057,3629
220075,12793
220118,577
220127,854
220163,86
220181,819
220206,358
220215,1464
220251,312
220279,835
220312,298
220321,624
220394,349
220400,6582
220464,131
220473,991
220491,336
220516,3199
220552,1749
220598,1543
220604,1112
220613,5177
220631,1820
220640,827
220701,1192
220710,1266
220756,238
220765,477
220808,375
220853,1617
220862,19345
220978,23722
221050,1092
221096,6648
221102,587
221148,2390
221157,214
221184,14017
221236,574
221254,203
221281,569
221333,1485
221351,2130
221388,646
221397,7515
221430,457
221485,13414
221494,912
221519,1810
221582,474
221591,641
221607,395
221616,623
221625,2121
221634,333
221643,14472
221661,2884
221731,1191
221740,11060
221759,23677
221768,7256
221795,109
221829,344
221838,8222
221847,10658
221892,2210
221908,7646
221953,1883
221971,2990
221999,7046
222026,63
222053,10812
222062,7435
222099,446
222105,397
222178,3845
222567,8145
222576,13013
222628,386
222822,7068
222831,8132
222877,238
222886,332
222938,2358
222983,1276
222992,65917
223056,108
223083,694
223117,70
223232,14785
223320,5952
223427,26662
223463,1137
223472,385
223506,6348
223524,23681
223773,13668
223816,35434
223852,74
223898,4610
223922,2039
224004,2017
224013,42
224110,13868
224147,10685
224156,473
224226,3930
224244,340
224271,209
224323,1474
224350,15165
224527,1300
224545,1796
224554,8943
224572,26205
224615,17807
224642,38426
224660,797
224679,1516
224758,73
224776,1340
224828,124
224891,1828
224961,3119
225070,6002
225201,1178
225247,1820
225308,10019
225371,6180
225399,2666
225414,6916
225423,84709
225432,16129
225502,3601
225511,39756
225520,5432
225548,1158
225575,1114
225627,8389
225779,60
225788,117
225876,865
225885,1171
225991,158
226019,7804
226091,11465
226107,3133
226116,2665
226125,238
226134,11485
226152,7869
226204,9855
226231,3108
226277,1426
226374,93
226383,1717
226408,5622
226471,3428
226578,13101
226587,1265
226675,378
226772,53
226806,10622
226833,6039
226860,48
226879,250
226903,653
226930,16583
227003,442
227058,151
227146,13386
227155,29
227182,107195
227191,19013
227216,34448
227225,4146
227298,537
227304,7910
227313,341
227322,409
227331,1625
227368,27811
227377,6011
227386,3448
227401,7093
227429,588
227526,7650
227687,2812
227748,388
227757,4051
227766,33200
227836,937
227845,4300
227854,21335
227863,1927
227881,19163
227924,36935
227979,40988
228042,1338
228088,43
228149,2443
228158,13019
228185,70
228200,608
228219,708
228246,6866
228282,148
228316,7423
228325,1989
228343,1559
228431,12040
228459,36791
228468,962
228486,169
228501,2626
228529,12194
228547,76664
228608,7292
228644,1200
228653,979
228699,5477
228705,7607
228723,51788
228769,39975
228778,42193
228787,17084
228796,23771
228802,7349
228875,9261
228884,952
228981,1467
229018,7119
229027,27364
229036,628
229063,7720
229115,31494
229160,2293
229179,11785
229267,2298
229300,946
229337,2513
229355,15134
229416,2569
229425,285
229504,6989
229522,222
229540,5390
229656,353
229780,5633
229799,7856
229814,8330
229832,4692
229841,10597
229887,1377
229957,82
230010,1600
230038,35781
230047,3463
230056,258
230065,278
230135,63
230144,39
230162,6024
230171,10945
230199,50
230205,42
230214,386
230366,635
230418,2986
230490,4372
230597,6020
230603,14451
230621,329
230630,267
230676,2304
230728,29981
230737,43017
230746,43197
230764,28297
230782,31790
230807,2512
230816,758
230834,2188
230852,4680
230861,9497
230889,236
230898,633
230913,1627
230931,1345
230940,295
230959,3849
230977,450
230995,3207
231004,131
231059,2094
231077,284
231086,524
231095,187
231165,1955
231174,12804
231280,105
231411,1006
231420,883
231536,5834
231554,1223
231581,1896
231624,6890
231651,3758
231688,46
231697,6144
231712,5150
231721,64
231785,829
231828,887
231837,901
231873,1806
231882,5007
232016,391
232025,1050
232043,1482
232052,987
232089,1396
232186,30789
232195,9520
232256,1112
232265,3877
232308,674
232414,16236
232423,21306
232450,14135
232502,249
232557,65425
232566,5256
232575,9236
232609,2227
232618,214
232672,1621
232681,4761
232706,2748
232724,31
232788,3671
232797,2034
232867,6605
232885,576
232919,942
232937,5078
232946,75858
232982,22680
233019,3322
233037,2114
233082,154
233091,637
233116,7595
233277,9379
233286,137
233295,1461
233301,702
233310,4690
233329,546
233338,2602
233356,647
233374,3910
233408,341
233426,2098
233480,25
233541,2608
233611,817
233639,6271
233648,3545
233666,41
233684,6917
233718,394
233754,13966
233772,37428
233897,3426
233903,3022
233921,26211
233949,11850
234030,26329
234076,18930
234085,1762
234119,70
234137,380
234155,4542
234164,1626
234173,1572
234191,188
234207,1867
234359,326
234377,3916
234401,80
234492,1654
234650,84
234669,20975
234696,3623
234711,2944
234739,179
234827,15296
234845,5310
234915,1382
234924,186
234933,15003
234951,6184
234979,8969
235024,730
235088,452
235097,12580
235103,13714
235149,14242
235158,242
235167,4691
235237,10420
235307,182
235316,5187
235334,2917
235343,11880
235352,79
235422,947
235431,10274
235501,572
235547,272
235583,291
235671,5320
235699,4957
235750,4240
235954,36
236018,143
236072,10044
236133,994
236188,10617
236212,1207
236230,3054
236258,3281
236328,2520
236382,7009
236452,1631
236504,9750
236513,10231
236531,88
236577,3467
236595,5187
236610,8951
236638,7993
236656,6997
236692,16883
236708,8222
236744,105
236753,11102
236887,7553
236896,1843
236939,27313
236948,34486
236975,4556
237011,16084
237039,6112
237057,1562
237066,2427
237109,5917
237118,1149
237127,33
237136,304
237145,35
237172,403
237181,826
237215,1734
237242,127
237303,164
237312,2344
237321,119
237330,2456
237358,918
237367,4359
237385,2269
237437,1297
237473,154
237491,66
237525,11018
237543,182
237552,154
237561,85
237570,103
237598,260
237613,109
237640,463
237686,3349
237701,1732
237729,222
237783,776
237792,4162
237817,2096
237844,169
237899,3852
237905,45
237932,2342
237950,1497
237969,1434
237978,120
237987,237
237996,702
238005,83
238014,2924
238032,24343
238078,1168
238096,56
238166,128
238175,200
238193,1681
238263,19998
238324,435
238333,1467
238397,3095
238430,2102
238458,3255
238476,3087
238573,175
238616,4543
238661,2001
238722,16326
238759,13115
238786,98
238810,77
238980,3515
239008,4927
239017,1583
239071,1118
239080,1842
239105,8488
239220,4649
239248,21780
239309,629
239318,2825
239372,9611
239390,828
239442,1644
239460,8812
239488,12804
239512,597
239628,810
239716,2176
239743,509
239877,85
239910,3786
239929,1183
240055,17351
240107,2170
240116,8589
240125,11616
240170,5878
240189,12637
240198,4146
240240,185
240268,10944
240277,7719
240329,10385
240338,1264
240365,14287
240374,4963
240392,4560
240417,9288
240426,2862
240444,33400
240453,25552
240462,8727
240471,6126
240480,9724
240505,4960
240514,2790
240596,2421
240620,6320
240657,2383
240666,6731
240693,5347
240709,51
240718,750
240727,11301
240736,1635
240745,3214
240754,4233
240790,1348
240879,540
240985,600
241100,769
241128,1056
241146,1338
241182,924
241191,1517
241216,1686
241225,1722
241304,1889
241331,579
241377,1841
241386,566
241395,748
241410,5954
241517,1210
241614,318
241720,1625
241739,13075
241766,440
241836,1616
241906,451
241951,603
242042,750
242112,1901
242121,778
242130,686
242149,689
242316,310
242413,608
242422,14853
242556,1108
242565,667
242583,795
242617,4664
242626,4765
242635,4531
242644,2386
242653,7687
242662,5655
242680,2317
242699,2267
242705,4913
242750,178
242820,1620
242945,373
242954,101
242972,6801
242981,1764
243072,2837
243106,3606
243115,4109
243133,5118
243142,4212
243151,3859
243179,4219
243188,1750
243197,12285
243203,445
243212,3719
243221,13693
243346,13204
243443,4697
243568,177
243577,4085
243586,1569
243601,16383
243638,2701
243647,800
243665,2573
243744,8302
243780,31985
243799,57
243823,443
243832,2423
243841,1101
244233,780
244279,264
244437,31783
244446,5666
244491,123
244561,547
244613,403
245069,72
245281,67
245290,57
245342,1625
245421,106
245430,156
245625,3537
245652,358
245731,17
245777,102
245838,668
245847,227
245883,197
245892,69
245953,2345
245962,464
245980,70
245999,3077
246017,413
246035,386
246071,120
246202,714
246266,1054
246354,17722
246406,62
246415,93
246460,127
246813,5798
246895,965
246974,765
247010,59
247047,133
247065,1199
247153,434
247162,24
247409,310
247603,3934
247649,539
247700,663
247773,68
247825,32
247834,42465
247940,4989
248192,37
248305,134
248527,53
248606,1463
248624,136
248633,84
248660,285
248703,259
248846,128
248882,436
248925,1333
248934,17719
249140,567
249238,499
249566,534
249609,279
250027,320
250072,223
250285,638
250601,592
250744,976
250902,96
250993,578
251075,372
251260,7127
251312,1578
260293,1118
260336,44
260354,114
260363,31
260372,649
260664,511
260691,1745
260789,1031
260813,294
260901,53104
260910,467
260929,240
260947,52
260965,103
260992,1327
261436,1277
261676,181
261685,190
261719,404
261773,16
261861,158
262031,9698
262086,5596
262129,884
262165,129
262332,1683
262341,1003
262369,172
262402,324
262466,139
262509,628
362700,586
362782,280
363013,118
363077,274
363147,185
363165,1327
363439,433
363590,482
363633,2200
363679,233
363712,32
363882,86
363907,1018
363916,490
363934,819
364016,12516
364025,19040
364122,6
364168,470
364335,407
364548,338
364575,42
364627,458
364636,140
364751,158
364760,95
364946,467
364955,961
364964,185
364973,697
365055,578
365091,515
365125,220
365198,812
365204,7990
365213,554
365240,47
365374,1542
365383,182
365480,830
365505,72
365693,206
365763,73
365824,300
365833,431
366003,214
366155,30
366191,1744
366252,6161
366261,342
366270,637
366289,270
366340,1244
366395,33443
366401,12629
366438,110
366465,3196
366535,562
366553,1903
366571,23
366623,103
366632,28
366711,12644
366748,703
366960,715
367024,1123
367051,121
367088,98
367097,166
367103,89
367112,1165
367158,150
367194,465
367334,459
367361,94
367398,518
367431,56
367459,11172
367839,144
367875,249
367884,2068
367909,274
367936,737
367972,208
367981,147
368036,45
368230,239
368364,361
368407,110
368443,1255
368452,341
368540,41
368629,1155
368647,43
368771,236
368780,553
368832,64
368911,2430
369109,83
369400,3923
369419,2512
369446,73
369455,131
369516,489
369668,318
369686,271
369695,126
369783,711
369862,812
369905,592
369950,336
371034,23
371052,684
371690,1448
371830,114
371928,174
371964,419
372000,94
372028,218
372073,488
372082,274
372240,38
372329,3250
372356,99
372462,226
372718,402
372772,462
372921,1148
372958,550
373058,232
373085,381
373216,67
373456,22
373526,651
373678,257
373696,239
373711,94
373784,1191
374316,101
374343,94
374440,19
374574,762
374592,95
374875,1437
374927,98
374972,940
374990,99
375106,192
375230,109
375300,249
375319,106
375373,316
375407,151
375416,737
375489,572
375540,123
375568,78
375647,80
375656,193
375683,1007
375692,195
375708,129
375717,114
375726,815
375735,279
375744,522
375753,29
375762,114
375841,395
375939,391
375966,161
375984,523
376224,977
376242,470
376288,96
376321,3196
376330,536
376385,1389
376446,148
376631,58
376677,165
376695,1319
377111,601
377193,67
377218,251
377272,52
377281,79
377315,114
377342,768
377449,457
377458,472
377485,61
377546,119
377555,5748
377564,4818
377652,582
377661,286
377670,242
377722,579
377759,52
378105,302
378576,207
378886,284
378956,992
379621,76
379746,122
379782,362
380067,183
380094,105
380359,635
380368,2682
380377,907
380438,641
380456,138
380465,581
380474,493
381255,188
381282,269
381325,236
381361,90
381370,374
381404,469
381486,18
381529,410
381699,41
381732,281
381866,90
381945,575
382063,215
382258,172
382267,146
382276,405
382416,83
382461,70
382504,459
382771,935
382780,268
382896,726
382902,97
382911,140
382957,689
383020,27
383084,5722
383163,489
383172,50
383190,3958
383279,248
383297,336
383312,86
383330,109
383367,312
383464,162
383525,151
383765,220
383792,252
383899,1366
383950,341
383996,992
384236,568
384245,1012
384254,303
384333,12571
384342,8981
384412,202
384421,102
385008,280
385132,157
385503,495
385549,159
385619,2058
386153,337
386472,780
387660,5
387819,72
387925,369
388043,959
388520,612
388663,217
389727,668
389860,241
390701,12378
390905,276
391005,450
391546,272
391564,218
391759,53
392257,2034
392354,27
392415,414
392798,64
392840,295
393180,106
393524,143
393649,1284
393861,1039
393977,62
395195,82
395362,2254
395690,1187
397270,231
397942,1541
398130,441
399212,16866
399869,876
399911,434
400080,957
400187,795
401223,163
401481,68
401764,318
402563,364
402776,155
402800,235
403414,55
